CIDs,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,EC1,EC2,EC3,EC4,EC5,EC6
C01094,10.38148849,-4.830449539,10.38148849,0.67019109,0.287815798,260.135,247.031,260.0297186,96,0,1,1,1,0,0
C01096,10.24579208,-4.784797878,10.24579208,0.842959459,0.230354228,262.151,247.031,262.0453687,98,1,0,1,0,0,0
C01097,10.36770306,-4.73157435,10.36770306,0.731334877,0.287815798,260.135,247.031,260.0297186,96,0,1,0,0,1,0
C01100,10.33300249,-4.417810689,10.33300249,0.197283951,0.491824884,221.153,209.057,221.0565425,80,0,1,1,0,0,0
C01103,11.84390778,-4.880295378,11.84390778,0.397918084,0.287748838,368.191,355.087,368.0256959,134,0,1,0,1,0,0
C01107,10.22061646,-4.544514283,10.22061646,0.162291667,0.460188235,228.137,215.033,228.0398894,84,0,1,0,1,0,0
C01115,10.59031557,-1.628518519,10.59031557,0.637175926,0.335314354,178.14,168.06,178.047738,70,1,0,1,0,0,0
C01120,10.57888461,-4.510514598,10.57888461,0.329475309,0.208310259,381.494,341.174,381.26441,152,0,0,1,1,0,0
C01126,8.715044758,0.161806877,8.715044758,0.161806877,0.633030164,222.372,196.164,222.1983655,92,1,1,0,0,1,0
C01132,10.74091167,-1.454212963,10.74091167,0.46171438,0.337238895,221.209,206.089,221.0899372,88,0,1,1,0,0,0
C01134,11.75507881,-4.67919566,11.75507881,0.031476482,0.217724853,358.353,335.169,358.0963587,130,0,1,1,0,0,0
C01142,10.0616199,-0.843035714,10.0616199,0.041666667,0.4887189,146.19,132.078,146.1055277,60,0,1,0,0,1,0
C01144,12.6421127,-5.573146669,12.6421127,0.025874292,0.050097553,853.631,811.295,853.1519884,306,1,0,0,1,1,0
C01149,9.883761338,0.703888889,9.883761338,0.703888889,0.310426221,130.211,114.083,130.1226406,54,1,0,0,1,0,0
C01151,10.50696333,-4.947221172,10.50696333,0.788171454,0.298734178,310.088,297.992,309.9854845,108,0,1,0,0,1,0
C01157,10.17351852,-0.882824074,10.17351852,0.328703704,0.417545134,131.131,122.059,131.0582431,52,1,0,0,1,1,0
C01159,10.29279164,-5.071521794,10.29279164,1.189760803,0.361944778,266.035,257.971,265.9592697,90,0,0,1,0,1,1
C01161,10.22080263,-0.972139078,10.22080263,0.158888889,0.568512288,168.148,160.084,168.0422587,64,1,1,0,0,0,0
C01165,9.964212963,-1.058472222,9.964212963,0.215740741,0.497955215,131.131,122.059,131.0582431,52,1,1,0,0,0,0
C01170,12.43866522,-5.627087584,12.43866522,0.722977133,0.112913595,607.355,580.139,607.0815697,222,1,1,0,0,0,0
C01171,10.50269747,-4.914178634,10.50269747,0.702415281,0.288909135,260.135,247.031,260.0297186,96,0,1,0,0,1,0
C01172,10.36860654,-4.730487804,10.36860654,0.729876543,0.288909135,260.135,247.031,260.0297186,96,1,0,0,0,1,0
C01179,10.73511669,-1.436967593,10.73511669,0.089374055,0.667291442,180.159,172.095,180.0422587,68,1,1,0,1,1,0
C01185,10.91844605,-4.734303204,10.91844605,0.053048846,0.315296706,336.213,321.093,336.0478941,122,0,1,1,0,0,1
C01187,10.65551816,-1.925509259,10.65551816,0.849381299,0.249047307,238.192,224.08,238.0688674,94,1,1,0,1,0,0
C01189,10.22997307,-0.037563829,10.22997307,0.037563829,0.48831176,386.664,340.296,386.3548661,160,1,0,0,0,1,0
C01190,11.67886149,-1.54253356,11.67886149,0.106281293,0.119508618,488.642,442.274,488.3223424,199,0,1,1,0,0,0
C01194,12.03930414,-4.97278384,12.03930414,0.376455903,0.229941504,388.218,371.082,388.0406772,144,0,1,1,1,0,0
C01200,11.3306363,-4.95517236,11.3306363,0.43835922,0.202095584,374.215,357.079,374.0488366,139,0,1,1,0,0,0
C01204,11.44444058,-6.015453803,11.44444058,3.142773684,0.092019254,660.03,641.886,659.8613712,216,0,1,1,0,0,0
C01209,10.26685185,-1.025416667,10.26685185,0.02087963,0.526830699,119.121,116.097,118.98029,39,0,1,0,1,0,1
C01216,10.42133409,-1.667416856,10.42133409,0.697361111,0.353193589,178.14,168.06,178.047738,70,0,1,0,1,0,0
C01217,12.35218805,-5.107663457,12.35218805,0.000401559,0.068516368,776.69,731.33,776.262966,296,1,1,0,1,0,1
C01222,12.25340097,-5.533149255,12.25340097,0.104763662,0.139550514,587.328,564.144,587.0665883,212,1,0,0,1,0,0
C01227,12.36186904,-0.122416921,12.36186904,0.016814807,0.686842697,288.431,260.207,288.2089301,116,1,1,0,0,1,0
C01230,11.41971422,-5.093555271,11.41971422,0.269144412,0.096083187,586.687,534.271,586.3188273,224,0,1,0,1,0,0
C01234,9.958333333,-0.868055556,9.958333333,0.641203704,0.470406675,101.105,94.049,101.0476785,40,1,0,1,0,0,0
C01235,9.849399802,-1.830290822,9.849399802,0.703824851,0.236228497,342.297,320.121,342.1162115,136,0,1,1,0,0,0
C01243,10.90929182,-5.433636188,10.90929182,2.324995906,0.188901442,420.093,404.973,419.9623797,144,0,1,1,0,0,0
C01245,10.90929182,-5.433636188,10.90929182,2.324995906,0.188901442,420.093,404.973,419.9623797,144,0,1,1,0,0,0
C01246,12.28469518,-4.602803936,12.28469518,0.038385864,0.09046102,602.746,547.306,602.35837,238,0,1,1,0,0,0
C01271,10.52768519,-0.200787037,10.52768519,0.009444444,0.534132914,104.13,100.098,103.9932004,34,1,1,0,1,0,0
C01272,11.09944066,-5.636113526,11.09944066,2.564301461,0.145410026,500.072,483.944,499.9287102,168,0,1,1,0,0,0
C01277,12.17484126,-5.249642423,12.17484126,0.436771032,0.159331398,468.197,450.053,468.0070078,168,0,1,1,0,0,0
C01278,10.61277778,-2.024884259,10.61277778,0.773240741,0.570325901,186.119,180.071,186.0164379,70,0,0,0,1,1,0
C01289,12.6402338,-5.419592454,12.6402338,0.406709906,0.0251632,1130.476,1024.636,1129.711201,444,0,1,0,0,1,0
C01290,11.91792687,-1.773416522,11.91792687,0.168715733,0.055040795,650.783,594.335,650.3751659,263,0,1,1,0,0,0
C01326,6.5,3.5,6.5,3.5,0.369797018,27.026,26.018,27.01089903,10,0,0,1,1,0,0
C01327,0,0,0,0,0.365164324,36.461,35.453,35.97667771,8,1,1,0,0,1,0
C01344,11.64447174,-5.242200268,11.64447174,0.030799674,0.361986147,412.188,398.076,412.0185159,144,0,1,1,0,0,0
C01346,11.63760153,-5.255559657,11.63760153,0.088236607,0.3521745,388.162,374.05,388.0072825,136,1,1,0,0,0,0
C01384,9.553611111,-1.257037037,9.553611111,0.55787037,0.48598391,116.072,112.04,116.0109586,44,0,0,1,0,1,0
C01424,10.31281557,-1.291111111,10.31281557,0.289074074,0.45988823,170.12,164.072,170.0215233,64,1,1,0,1,0,0
C01444,9.321759259,-1.601851852,9.321759259,1.324074074,0.356333452,89.05,86.026,89.01129296,34,0,1,1,0,0,0
C01455,2.083333333,1.321759259,2.083333333,1.321759259,0.45880628,92.141,84.077,92.06260026,36,1,0,0,1,0,0
C01477,12.02090955,-0.410347222,12.02090955,0.018822541,0.631832936,270.24,260.16,270.0528234,100,1,1,0,0,0,0
C01481,10.12579948,-1.062440004,10.12579948,0.229189815,0.471621333,180.159,172.095,180.0422587,68,1,1,0,1,0,1
C01494,10.22659037,-1.016627929,10.22659037,0.02775463,0.715320211,194.186,184.106,194.0579088,74,1,1,0,1,0,1
C01500,8.553384196,0.167316232,8.553384196,0.167316232,0.617131293,154.253,136.109,154.1357652,64,1,0,0,0,1,0
C01512,11.39595372,-1.595988022,11.39595372,0.034308023,0.3157346,376.358,352.166,376.136947,148,1,1,0,0,0,0
C01514,12.04333727,-0.489523337,12.04333727,0.0162637,0.510622347,286.239,276.159,286.047738,106,1,1,0,0,0,0
C01516,10.44069303,-0.594392479,10.44069303,0.159722222,0.703347492,285.343,266.191,285.1364935,110,1,1,0,0,0,0
C01528,0,0,0,0,0.330794539,80.976,78.96,81.93217136,8,1,1,0,0,0,0
C01563,8.777777778,-1.333333333,8.777777778,1.333333333,0.400792854,61.04,58.016,61.01637834,24,0,1,1,1,0,1
C01595,10.31856541,-0.670664658,10.31856541,0.323902325,0.318261614,280.452,248.196,280.2402303,116,1,0,0,0,1,0
C01672,5.228472222,0.805555556,5.228472222,0.805555556,0.493574934,102.181,88.069,102.1156984,44,1,1,0,0,0,0
C01674,11.49523184,-1.637112492,11.49523184,0.567752961,0.202208955,424.403,396.179,424.1693097,168,0,1,1,0,0,0
C01678,4.951388889,0.683641975,4.951388889,0.683641975,0.419021391,77.152,70.096,77.02992022,26,1,1,0,0,0,0
C01697,8.95662037,-1.669305556,8.95662037,0.725818216,0.261262653,182.172,168.06,182.0790382,74,1,1,0,0,0,0
C01743,10.04354946,-1.374964517,10.04354946,0.221685091,0.248455706,323.346,298.146,323.1692501,130,1,1,0,0,0,0
C01750,13.22675863,-1.744646059,13.22675863,0.065799582,0.275988395,448.38,428.22,448.1005615,170,0,1,1,0,0,0
C01752,10.86964908,-0.442530707,10.86964908,0.046898148,0.695448164,192.17,184.106,192.0422587,72,1,1,0,0,0,0
C01755,7.183641975,1.444444444,7.183641975,1.444444444,0.316643936,59.093,58.085,58.98297003,16,1,0,1,0,0,0
C01759,10.63276221,-1.508191751,10.63276221,0.113593607,0.178778082,454.477,420.205,454.2274933,182,1,1,0,0,0,0
C01762,11.55003008,-1.326537226,11.55003008,0.025612717,0.394140056,284.228,272.132,284.0756841,108,0,1,1,0,0,0
C01765,9.814236111,-0.03125,9.814236111,0.03125,0.56679958,154.253,136.109,154.1357652,64,1,1,0,0,0,0
C01768,10.77925076,-1.133287037,10.77925076,0.367314815,0.446398392,176.124,168.06,176.032088,68,0,1,0,1,0,0
C01794,12.97456314,-5.604463493,12.97456314,0.013676955,0.055933418,1158.105,1083.513,1157.392219,430,0,1,1,0,0,0
C01795,10.18505535,0.154730009,10.18505535,0.154730009,0.74586109,338.383,318.223,338.1386845,128,1,1,0,0,0,0
C01822,10.93437059,-1.661604859,10.93437059,0.084947405,0.166853652,484.503,448.215,484.238058,194,1,1,0,0,0,1
C01832,12.70931275,-5.569514648,12.70931275,0.033215081,0.041778031,949.848,891.384,949.2822743,348,1,1,0,0,0,0
C01861,9.475115741,-5.015625,9.475115741,1.152777778,0.391623453,192.195,192.195,191.8867979,56,1,0,1,0,0,0
C01885,10.16026927,-0.910092593,10.16026927,0.070601852,0.501028467,119.096,112.04,119.0344337,47,0,1,1,0,0,0
C01935,10.60274379,-1.909054049,10.60274379,0.741217665,0.153588561,504.438,472.182,504.1690349,200,0,0,1,0,1,0
C01944,12.67987147,-5.565768183,12.67987147,0.032506917,0.049613264,893.74,843.34,893.219674,324,1,1,0,0,0,0
C01953,12.15360493,-0.117309959,12.15360493,0.117309959,0.722420702,316.485,284.229,316.2402303,128,1,1,1,0,1,0
C01984,10.249726,-1.406296296,10.249726,0.402777778,0.658690585,152.149,144.085,152.0473441,58,1,0,0,0,1,0
C01987,8.794259259,0.145833333,8.794259259,0.145833333,0.384966756,109.128,102.072,109.0527638,42,1,0,0,0,1,0
C02029,8.899927144,0.211576672,8.899927144,0.211576672,0.694303409,221.264,206.144,221.1276601,86,1,1,0,0,0,0
C02041,12.74930691,-5.574601983,12.74930691,0.034216104,0.028897467,1062.064,987.472,1061.407475,396,1,1,1,0,0,0
C02050,12.73842701,-5.576317906,12.73842701,0.032263074,0.027021901,1029.978,963.45,1029.344875,380,1,0,1,0,0,0
C02051,10.94997239,0.065580383,10.94997239,0.065580383,0.550068263,204.34,190.228,204.0516811,69,1,1,0,0,0,0
C02090,12.24491507,-1.234247172,12.24491507,0.029225091,0.028086451,723.876,674.484,723.3043808,274,1,0,1,0,0,0
C02091,9.881944444,-1.414351852,9.881944444,0.953796296,0.326305541,133.107,126.051,133.0487411,52,0,1,1,0,0,0
C02094,2.372446067,0.291132425,2.372446067,0.291132425,0.243512702,536.888,480.44,536.4382018,216,1,0,0,0,1,0
C02105,10.14901139,0.137362056,10.14901139,0.137362056,0.903006971,329.396,306.212,329.1627082,128,1,1,0,0,0,0
C02106,10.42439263,0.181921367,10.42439263,0.181921367,0.887989907,327.38,306.212,327.1470582,126,1,1,0,0,0,0
C02112,10.23861111,-0.699074074,10.23861111,0.24712963,0.501028467,119.096,112.04,119.0344337,47,0,1,1,0,0,0
C02133,9.856041667,-4.508873457,9.856041667,0.737654321,0.472353039,124.996,122.98,124.9639848,41,0,1,1,0,0,0
C02137,10.74490741,-1.420185185,10.74490741,0.208333333,0.5041163,150.133,144.085,150.0316941,56,1,0,0,1,0,0
C02139,14.37427386,-1.439085762,14.37427386,0.050456477,0.301530468,614.985,580.713,614.2379619,226,1,1,1,1,0,0
C02166,12.64124989,-1.280549452,12.64124989,0.054184961,0.044449758,625.785,578.409,625.3033011,242,0,1,1,0,0,0
C02167,10.62805556,-1.711041667,10.62805556,0.539150605,0.331554279,186.119,180.071,186.0164379,70,0,0,1,0,1,0
C02170,9.759907407,-1.30787037,9.759907407,1.115740741,0.491821394,118.088,112.04,118.0266087,46,1,0,0,0,0,1
C02188,11.37486064,-0.344775841,11.37486064,0.004239418,0.46296535,171.2,158.096,171.1007767,68,1,1,0,0,0,1
C02191,11.5263265,-0.883391289,11.5263265,0.025852042,0.15553163,562.67,528.398,562.2580056,214,0,0,0,1,0,1
C02199,12.1330224,-5.500253998,12.1330224,0.736593446,0.144244308,550.303,526.111,550.0601059,200,1,1,0,0,0,0
C02225,10.52597222,-2.780092593,10.52597222,0.929953704,0.452938511,206.15,196.07,206.0426527,80,0,1,0,1,0,0
C02247,12.67952128,-5.578587746,12.67952128,0.026482499,0.03904068,886.664,845.336,886.1523227,316,1,1,0,0,0,0
C02265,10.37864182,-0.959395314,10.37864182,0.385092593,0.690462799,165.192,154.104,165.0789786,64,1,1,0,0,0,0
C02287,9.509907407,-2.296296296,9.509907407,1.752314815,0.385959312,120.06,116.028,120.0058732,46,1,1,0,0,0,0
C02325,9.615185894,-0.036202995,9.615185894,0.02671438,0.788547953,210.229,196.117,210.0892089,82,1,1,0,0,0,0
C02339,13.12458012,-6.117074797,13.12458012,0.017418801,0.040942246,1043.498,1001.162,1043.064805,369,0,1,1,0,0,0
C02341,10.17550926,-1.541851852,10.17550926,0.357592593,0.49766848,174.108,168.06,174.0164379,66,0,1,0,1,1,0
C02350,10.65546296,-1.041666667,10.65546296,0.616851852,0.325138149,158.117,152.069,158.0439901,60,0,0,1,0,1,0
C02352,9.43287037,-0.704861111,9.43287037,0.031111111,0.453838292,132.115,124.051,132.0422587,52,0,1,1,0,0,0
C02356,9.805324074,-0.928240741,9.805324074,0.49537037,0.508725857,103.121,94.049,103.0633285,42,0,1,0,0,0,1
C02370,10.2691421,-0.933641975,10.2691421,0.254074074,0.675780364,156.568,151.528,155.9978071,52,1,0,1,0,0,1
C02371,12.15715042,-1.041666667,12.15715042,0.098518519,0.641685773,140.113,135.073,140.0273576,52,1,0,0,0,0,1
C02380,4.905046296,0.547453704,4.905046296,0.547453704,0.553854664,152.182,148.15,152.0156671,50,1,1,0,0,0,0
C02411,12.65083685,-5.587783885,12.65083685,0.019223933,0.037293782,879.625,839.305,879.131253,314,1,0,0,1,0,0
C02463,12.60799743,-1.459372297,12.60799743,0.109009974,0.090159033,864.858,816.474,864.3065315,332,1,1,0,0,0,0
C02490,9.623287037,-1.011527778,9.623287037,0.020324074,0.430138289,162.141,152.061,162.0528234,64,0,1,1,0,0,0
C02492,9.623287037,-0.883425926,9.623287037,0.149537037,0.430138289,162.141,152.061,162.0528234,64,0,1,1,0,0,0
C02504,10.48486111,-2.16087963,10.48486111,0.633240741,0.557058703,176.168,164.072,176.0684735,70,0,1,0,1,0,0
C02512,9.813101852,-1.132824074,9.813101852,0.12962963,0.49711464,114.104,108.056,114.0429274,44,0,1,1,1,0,0
C02557,12.64290318,-5.589364337,12.64290318,0.018296055,0.038295526,867.614,827.294,867.131253,310,0,1,0,1,0,0
C02569,11.0944805,-5.046365557,11.0944805,0.255523274,0.466008789,314.211,294.051,314.0684262,112,0,1,0,1,0,0
C02583,11.2723356,-0.564814815,11.2723356,0.038823696,0.466817655,171.156,162.084,171.0643911,66,0,1,1,0,0,0
C02591,10.76664451,-4.916256355,10.76664451,0.762185015,0.174317749,422.276,399.092,422.082542,160,0,1,1,0,0,0
C02593,12.72122131,-5.57102979,12.72122131,0.033508358,0.038610623,977.902,915.406,977.3135744,360,1,1,0,0,0,0
C02612,10.04319444,-2.16087963,10.04319444,0.789351852,0.491369406,148.114,140.05,148.0371734,58,0,1,0,1,0,0
C02614,10.04319444,-2.16087963,10.04319444,0.789351852,0.491369406,148.114,140.05,148.0371734,58,0,1,0,1,0,0
C02630,9.868880386,-1.559166667,9.868880386,0.24537037,0.489463533,148.114,140.05,148.0371734,58,1,1,0,0,0,0
C02646,8.90861182,0.04253614,8.90861182,0.04253614,0.668544917,150.177,140.097,150.0680796,58,1,1,0,0,0,0
C02657,10.48259259,-1.096666667,10.48259259,0.020833333,0.639001665,152.149,144.085,152.0473441,58,0,0,0,1,0,1
C02658,7.506944444,0.215277778,7.506944444,0.215277778,0.230686855,44.033,42.017,44.01363868,17,1,0,0,1,0,0
C02659,8.465277778,-1.152777778,8.465277778,1.152777778,0.429228473,85.106,78.05,85.05276384,34,0,1,0,1,0,0
C02670,10.55601852,-1.676296296,10.55601852,0.124212963,0.30975087,176.124,168.06,176.032088,68,1,0,1,0,0,0
C02686,11.67886149,-1.54253356,11.67886149,0.106281293,0.119508618,488.642,442.274,488.3223424,199,0,1,1,0,0,0
C02693,10.71868811,-0.301154573,10.71868811,0.295648148,0.705593194,174.203,164.123,174.0793129,66,0,0,1,1,0,0
C02714,10.26453656,0.034279101,10.26453656,0.034279101,0.520374861,130.191,116.079,130.1106131,54,1,0,1,0,0,0
C02720,8.287592593,0.715277778,8.287592593,0.715277778,0.535273156,109.128,102.072,109.0527638,42,1,1,0,0,0,0
C02727,10.41908389,-0.972660095,10.41908389,0.067099028,0.499039283,188.227,172.099,188.1160924,76,0,1,1,0,0,0
C02730,11.54773148,-1.195115741,11.54773148,0.052083333,0.735056582,222.196,212.116,222.0528234,84,0,0,0,1,0,1
C02737,11.51165249,-4.569868906,11.51165249,0.28286394,0.433901497,313.155,301.059,313.0198822,114,0,0,1,1,0,0
C02739,11.98022416,-5.811969571,11.98022416,0.147727728,0.094374178,719.276,694.076,719.0043347,250,0,1,1,0,0,0
C02743,10.99407407,-0.402006173,10.99407407,0.04875,0.452952133,146.171,140.123,146.0149984,50,1,1,0,1,0,1
C02773,8.522916667,-0.655092593,8.522916667,0.060277778,0.459375812,91.086,84.03,91.03951908,37,1,1,0,0,0,0
C02798,10.06668981,-4.506095679,10.06668981,1.233796296,0.360752877,168.041,163.001,167.9823745,58,0,1,1,1,0,0
C02804,9.792491497,-0.793101852,9.792491497,0.090555556,0.519470757,118.132,108.052,118.0629942,48,1,1,0,0,0,0
C02835,10.01277778,-0.859166667,10.01277778,0.010416667,0.587385048,126.115,120.067,126.0429274,48,1,0,0,0,0,1
C02837,10.77796296,-0.256944444,10.77796296,0.006944444,0.466708895,128.175,116.079,128.094963,52,0,0,1,0,1,0
C02843,12.62684059,-5.559021169,12.62684059,0.022054981,0.057530718,823.605,783.285,823.1414237,294,1,1,1,0,0,0
C02937,8.296388574,0.653287037,8.296388574,0.653287037,0.408874422,174.203,164.123,174.0793129,66,1,0,0,1,0,0
C02939,12.65118299,-5.563146669,12.65118299,0.010352426,0.057529764,851.659,807.307,851.1727238,306,1,1,0,0,0,0
C02945,10.0498256,0.004594396,10.0498256,0.004594396,0.674808323,276.464,244.208,276.2453156,114,1,1,0,0,0,0
C02949,12.67446429,-5.581501461,12.67446429,0.011885106,0.05133172,887.648,847.328,887.1363383,316,1,0,1,0,0,0
C02986,11.68048199,-1.04626286,11.68048199,0.006087535,0.30487029,258.234,244.122,258.0964195,100,0,1,1,0,0,0
C03063,10.3537278,-1.540208333,10.3537278,0.10773904,0.451583795,172.136,164.072,172.0371734,66,0,0,0,1,1,0
C03087,10.31334058,-0.784421296,10.31334058,0.069143519,0.569642178,159.185,146.081,159.0895433,64,1,0,1,0,0,0
C03090,10.2989692,-4.597737308,10.2989692,0.53154321,0.334084384,229.125,217.029,229.0351384,84,0,1,0,0,0,1
C03112,12.2001935,-1.296171499,12.2001935,0.01950759,0.311046236,373.387,354.235,373.0943709,138,1,1,0,0,0,0
C03150,11.05058563,-1.184929138,11.05058563,0.259479875,0.452506698,255.25,240.13,255.097548,98,0,1,1,0,0,0
C03167,9.694444444,-4.033757716,9.694444444,0.195216049,0.379033011,124.032,118.992,123.9925453,42,1,0,1,0,0,0
C03169,9.677697468,-1.076198035,9.677697468,0.323860308,0.493664467,213.213,200.109,213.0869833,82,0,1,1,0,0,0
C03187,12.15865169,-5.444269153,12.15865169,0.151906788,0.166705579,548.331,522.123,548.0808414,200,1,0,0,0,1,0
C03190,11.63394227,-5.053411242,11.63394227,0.027984103,0.682785822,314.211,294.051,314.0684262,112,0,0,1,0,1,0
C03194,8.236111111,-0.337962963,8.236111111,0.337962963,0.433755293,75.111,66.039,75.06841391,32,1,0,1,0,0,1
C03198,10.27215372,-1.522592593,10.27215372,0.038276644,0.600823196,168.148,160.084,168.0422587,64,1,0,0,0,1,0
C03205,12.26477372,-0.29783266,12.26477372,0.059554736,0.839803235,330.468,300.228,330.2194948,132,1,0,0,0,1,0
C03219,7.806111111,0.356481482,7.806111111,0.356481482,0.289740218,87.122,78.05,87.06841391,36,1,1,0,0,0,0
C03227,11.59814815,-1.269213908,11.59814815,0.064732615,0.322630416,224.216,212.12,224.0797069,86,0,1,1,1,0,0
C03272,12.1542603,-2.084164813,12.1542603,0.233212849,0.024876201,1016.118,936.486,1015.507362,407,0,1,1,0,0,0
C03283,9.908657407,-0.990324074,9.908657407,0.326851852,0.431516568,118.136,108.056,118.0742276,48,0,1,0,1,0,0
C03319,12.15865169,-5.444269153,12.15865169,0.151906788,0.166705579,548.331,522.123,548.0808414,200,1,1,0,0,0,0
C03329,5.656143963,0.325827865,5.656143963,0.325827865,0.840834514,339.391,318.223,339.1470582,130,1,1,0,0,0,0
C03373,10.57779122,-4.670314757,10.57779122,0.2155615,0.403198649,295.188,281.076,295.0569364,108,0,0,0,1,0,1
C03394,10.54240741,-4.683347033,10.54240741,0.802230096,0.37869846,200.083,191.011,200.0085893,72,0,0,0,1,1,0
C03401,9.725324074,-1.053240741,9.725324074,0.00462963,0.391559124,104.109,96.045,104.0585775,42,0,1,0,0,0,1
C03428,12.04990861,-5.145058914,12.04990861,0.047198691,0.108287441,586.687,534.271,586.3188273,224,1,1,0,1,0,0
C03451,11.91681348,-1.292992463,11.91681348,0.162322295,0.223172297,379.391,358.223,379.1049356,142,0,0,1,1,0,0
C03470,12.74939336,-1.597021549,12.74939336,0.113272579,0.218128062,530.574,496.302,530.2264307,206,0,0,1,1,0,0
C03479,12.33183493,-1.328337764,12.33183493,0.060325648,0.213131482,473.446,450.262,473.1658961,180,0,1,0,0,0,1
C03514,14.23108292,-0.976459396,14.23108292,0.067737124,0.455458119,470.518,440.278,470.1940679,182,0,1,1,0,0,0
C03541,12.75986676,-1.582825117,12.75986676,0.015106179,0.07846794,703.666,666.37,703.2561676,270,0,0,1,0,0,1
C03557,9.845694444,-3.790702161,9.845694444,0.045910494,0.418367012,125.064,117,125.0241797,44,1,1,0,1,0,0
C03561,12.6421127,-5.573146669,12.6421127,0.025874292,0.050097553,853.631,811.295,853.1519884,306,1,1,0,1,0,0
C03582,9.30053414,0.023477891,9.30053414,0.023477891,0.692340849,228.247,216.151,228.0786442,86,1,1,0,0,0,0
C03590,10.77457483,-1.4993613,10.77457483,0.002834467,0.499521658,166.132,160.084,166.0266087,62,0,1,0,1,0,0
C03595,12.7455264,-5.578669511,12.7455264,0.031655352,0.025184102,1056.016,987.472,1055.360525,390,1,0,1,0,0,0
C03598,12.13390589,-5.349011294,12.13390589,0.097250254,0.170995959,533.32,508.12,533.0811757,194,1,0,0,0,1,0
C03618,10.10185185,-1.321759259,10.10185185,1.043981482,0.480826696,147.13,138.058,147.0531578,58,0,0,0,1,1,0
C03620,9.333333333,-0.166666667,9.333333333,0.083333333,0.395245433,44.033,42.017,44.01363868,17,0,0,1,1,0,0
C03680,10.73346372,-0.896759259,10.73346372,0.007175926,0.570261838,156.141,148.077,156.0534921,60,0,0,1,1,0,0
C03692,11.12942793,-1.554927432,11.12942793,0.155103458,0.39823503,308.239,292.111,308.0743467,120,0,1,1,0,0,0
C03742,8.977407407,-1.101296296,8.977407407,0.123972033,0.584041677,149.149,142.093,149.0476785,56,0,1,0,1,0,0
C03752,10.21587065,-1.819768519,10.21587065,0.787137188,0.266445588,195.171,182.067,195.0742871,78,0,1,0,1,0,0
C03758,9.035908919,-0.091878307,9.035908919,0.087083333,0.544872839,153.181,142.093,153.0789786,60,1,1,0,1,0,0
C03765,9.99669076,0.231156463,9.99669076,0.231156463,0.618681782,136.15,128.086,136.0524295,52,1,0,0,1,0,0
C03771,10.47525557,-1.418680556,10.47525557,0.03212963,0.182171884,173.172,162.084,173.0800412,68,1,1,0,1,0,0
C03793,10.25035832,-1.147918084,10.25035832,0.516203704,0.426634848,188.271,168.111,188.1524779,78,1,0,1,0,0,0
C03820,10.31939342,-0.462962963,10.31939342,0.121653439,0.519679128,133.123,124.051,133.0500838,53,0,1,1,0,0,0
C03826,10.24148148,-1.590277778,10.24148148,0.53587963,0.416471541,148.114,140.05,148.0371734,58,1,0,0,1,0,0
C03862,12.28469518,-4.602803936,12.28469518,0.038385864,0.09046102,602.746,547.306,602.35837,238,0,1,1,0,0,0
C03912,10.08782407,-0.806712963,10.08782407,0.449074074,0.531430838,113.116,106.06,113.0476785,44,1,1,0,0,0,0
C03964,10.27119583,-1.38468254,10.27119583,0.051203704,0.631107395,182.175,172.095,182.0579088,70,1,1,0,1,0,0
C03968,10.07587302,-4.438404982,10.07587302,0.097222222,0.455901037,171.065,163.001,171.0058496,61,1,1,0,0,0,0
C03972,10.4224915,-1.110231482,10.4224915,0.019768519,0.618598515,171.152,162.08,171.0531578,66,1,1,0,0,0,0
C03979,10.38703704,-1.59287037,10.38703704,0.548611111,0.449836144,162.141,152.061,162.0528234,64,1,0,0,1,0,0
C03985,9.488774565,-0.702430556,9.488774565,0.702430556,0.617129007,154.253,136.109,154.1357652,64,1,0,0,0,1,0
C04006,10.50968018,-5.005530675,10.50968018,1.831832326,0.246747756,260.135,247.031,260.0297186,96,0,1,1,0,0,0
C04022,9.797083333,-0.938703704,9.797083333,0.204475309,0.464638502,134.2,124.12,134.0401506,48,0,1,0,1,0,0
C04043,10.02635818,-0.190416667,10.02635818,0.166991686,0.487318214,152.149,144.085,152.0473441,58,1,0,0,1,0,0
C04046,11.12942793,-1.554927432,11.12942793,0.155103458,0.39823503,308.239,292.111,308.0743467,120,0,1,0,0,1,0
C04079,11.60641492,-1.407619363,11.60641492,0.044805599,0.282140221,322.383,300.207,322.1198574,122,0,1,0,1,0,0
C04083,4.152673847,0.751296296,4.152673847,0.751296296,0.745407283,203.249,190.145,203.1170954,78,1,1,0,0,0,0
C04088,11.17117021,0.223816526,11.17117021,0.223816526,0.286116106,299.544,264.264,299.2408617,119,1,1,1,0,0,0
C04089,12.11890717,-5.529921421,12.11890717,0.731870248,0.154829366,548.287,526.111,548.0444559,198,1,0,0,0,1,0
C04118,10.22248166,0.209452232,10.22248166,0.209452232,0.929753387,341.407,318.223,341.1627082,132,1,1,0,0,0,0
C04178,9.223101852,0.114814815,9.223101852,0.114814815,0.791922188,276.915,273.891,274.8581379,56,1,0,1,1,0,0
